flight_id,from_city,to_city,datetime,cost,cancel_available,time_cancel_available
FL2602,Vinh,Quy Nhon,2025-06-13 20:15,520000,True,2025-06-13 18:15
FL7952,Hai Phong,Thanh Hoa,2025-06-13 14:00,1260000,False,
FL5841,Hue,Phu Quoc,2025-06-13 06:15,1210000,False,
FL8149,Buon Ma Thuot,Vinh,2025-06-13 07:45,1810000,False,
FL8163,Da Nang,Hai Phong,2025-06-13 12:00,1550000,False,
FL2134,Hai Phong,Thanh Hoa,2025-06-13 13:15,1100000,False,
FL5066,Nha Trang,Thanh Hoa,2025-06-13 15:15,580000,False,
FL5704,Hue,Thanh Hoa,2025-06-13 15:30,1580000,False,
FL6007,Can Tho,Ho Chi Minh City,2025-06-14 09:30,690000,True,2025-06-14 05:30
FL1794,Phu Quoc,Can Tho,2025-06-14 20:45,1410000,False,
FL5459,Hanoi,Hai Phong,2025-06-14 18:15,1220000,True,2025-06-14 15:15
FL3421,Quy Nhon,Nha Trang,2025-06-14 06:15,530000,False,
FL2655,Buon Ma Thuot,Phu Quoc,2025-06-14 18:00,540000,False,
FL9686,Da Nang,Buon Ma Thuot,2025-06-14 11:00,1640000,True,2025-06-14 06:00
FL1758,Nha Trang,Thanh Hoa,2025-06-14 07:15,1760000,True,2025-06-14 03:15
FL5442,Thanh Hoa,Buon Ma Thuot,2025-06-15 06:30,1930000,False,
FL4067,Hai Phong,Hue,2025-06-15 14:15,1630000,False,
FL3740,Thanh Hoa,Hai Phong,2025-06-15 13:00,1630000,False,
FL7977,Hue,Da Nang,2025-06-15 09:15,1370000,False,
FL4526,Pleiku,Phu Quoc,2025-06-15 20:45,670000,False,
FL2863,Phu Quoc,Can Tho,2025-06-15 10:15,590000,True,2025-06-15 05:15
FL1217,Quy Nhon,Phu Quoc,2025-06-15 18:00,1680000,True,2025-06-15 14:00
FL5348,Can Tho,Da Nang,2025-06-15 15:30,1060000,True,2025-06-15 12:30
FL4274,Quy Nhon,Vinh,2025-06-15 06:45,1460000,False,
FL1243,Phu Quoc,Hanoi,2025-06-15 12:30,570000,True,2025-06-15 06:30
FL6129,Vinh,Ho Chi Minh City,2025-06-16 16:45,720000,True,2025-06-16 14:45
FL8628,Buon Ma Thuot,Pleiku,2025-06-16 19:00,720000,True,2025-06-16 13:00
FL9390,Pleiku,Hue,2025-06-16 08:45,630000,True,2025-06-16 04:45
FL9721,Da Nang,Buon Ma Thuot,2025-06-16 20:30,1860000,True,2025-06-16 14:30
FL7905,Hai Phong,Ho Chi Minh City,2025-06-16 18:30,1790000,False,
FL2453,Vinh,Da Nang,2025-06-16 17:30,940000,True,2025-06-16 13:30
FL7710,Hanoi,Ho Chi Minh City,2025-06-16 13:00,520000,False,
FL3569,Phu Quoc,Hue,2025-06-16 16:15,1400000,False,
FL5785,Hue,Quy Nhon,2025-06-17 15:00,660000,False,
FL4481,Hai Phong,Da Nang,2025-06-17 19:00,930000,False,
FL4866,Hanoi,Hue,2025-06-17 09:15,880000,True,2025-06-17 06:15
FL7637,Nha Trang,Quy Nhon,2025-06-17 11:15,620000,True,2025-06-17 07:15
FL2683,Hai Phong,Pleiku,2025-06-17 13:45,1320000,False,
FL4209,Hai Phong,Hanoi,2025-06-17 06:45,870000,True,2025-06-17 00:45
FL5980,Thanh Hoa,Pleiku,2025-06-17 11:30,1220000,True,2025-06-17 08:30
FL9598,Quy Nhon,Hue,2025-06-17 18:15,670000,False,
FL7908,Hanoi,Thanh Hoa,2025-06-18 19:45,1120000,True,2025-06-18 15:45
FL8370,Can Tho,Da Nang,2025-06-18 10:30,1020000,False,
FL8780,Phu Quoc,Hanoi,2025-06-18 09:15,1830000,True,2025-06-18 05:15
FL1527,Ho Chi Minh City,Nha Trang,2025-06-18 12:45,830000,False,
FL6330,Vinh,Ho Chi Minh City,2025-06-18 12:30,950000,False,
FL1951,Can Tho,Buon Ma Thuot,2025-06-18 15:00,1490000,True,2025-06-18 10:00
FL7903,Phu Quoc,Quy Nhon,2025-06-18 20:15,620000,False,
FL6166,Thanh Hoa,Ho Chi Minh City,2025-06-19 08:15,1830000,True,2025-06-19 02:15
FL3859,Hue,Ho Chi Minh City,2025-06-19 06:15,850000,True,2025-06-19 03:15
FL5370,Can Tho,Thanh Hoa,2025-06-19 11:15,1570000,True,2025-06-19 08:15
FL7113,Hanoi,Thanh Hoa,2025-06-19 09:00,1260000,False,
FL6863,Buon Ma Thuot,Vinh,2025-06-19 11:30,1930000,False,
FL8060,Can Tho,Da Nang,2025-06-19 06:15,1160000,False,
FL8733,Buon Ma Thuot,Hue,2025-06-19 15:30,700000,True,2025-06-19 12:30
FL5743,Buon Ma Thuot,Nha Trang,2025-06-19 15:15,1310000,False,
FL7997,Nha Trang,Can Tho,2025-06-20 19:30,1430000,True,2025-06-20 13:30
FL6337,Hanoi,Thanh Hoa,2025-06-20 18:45,1010000,False,
FL7705,Can Tho,Phu Quoc,2025-06-20 16:00,780000,False,
FL4530,Ho Chi Minh City,Hai Phong,2025-06-20 07:30,1510000,True,2025-06-20 04:30
FL4203,Vinh,Hue,2025-06-20 19:30,1740000,False,
FL2739,Can Tho,Quy Nhon,2025-06-20 06:15,1170000,True,2025-06-20 01:15
FL2109,Vinh,Thanh Hoa,2025-06-20 06:45,990000,False,
FL7800,Vinh,Buon Ma Thuot,2025-06-20 20:00,1130000,False,
FL4593,Thanh Hoa,Phu Quoc,2025-06-20 18:45,1440000,True,2025-06-20 12:45
FL8613,Hue,Vinh,2025-06-20 18:15,1310000,False,
FL8223,Ho Chi Minh City,Da Nang,2025-06-20 18:00,1510000,True,2025-06-20 14:00
FL7487,Nha Trang,Thanh Hoa,2025-06-21 11:30,1840000,True,2025-06-21 06:30
FL4394,Nha Trang,Thanh Hoa,2025-06-21 09:45,1520000,True,2025-06-21 07:45
FL7954,Can Tho,Hanoi,2025-06-21 19:30,940000,True,2025-06-21 17:30
FL3909,Hai Phong,Buon Ma Thuot,2025-06-21 09:30,1860000,True,2025-06-21 07:30
FL3942,Vinh,Nha Trang,2025-06-21 18:00,1040000,False,
FL8998,Thanh Hoa,Hue,2025-06-21 10:45,690000,False,
FL4702,Pleiku,Thanh Hoa,2025-06-21 07:45,1580000,False,
FL7239,Ho Chi Minh City,Hai Phong,2025-06-21 15:15,1690000,True,2025-06-21 09:15
FL8910,Hue,Thanh Hoa,2025-06-21 11:00,1680000,False,
FL3268,Ho Chi Minh City,Da Nang,2025-06-21 18:45,1400000,False,
FL9143,Hanoi,Da Nang,2025-06-21 11:45,750000,True,2025-06-21 05:45
FL4657,Vinh,Quy Nhon,2025-06-21 10:00,1300000,True,2025-06-21 08:00
FL7743,Thanh Hoa,Hanoi,2025-06-22 19:30,1500000,False,
FL3513,Da Nang,Nha Trang,2025-06-22 20:45,1440000,True,2025-06-22 15:45
FL6232,Pleiku,Hue,2025-06-22 08:45,1140000,False,
FL6285,Hue,Quy Nhon,2025-06-22 14:45,1920000,False,
FL7541,Da Nang,Pleiku,2025-06-22 15:30,1370000,True,2025-06-22 09:30
FL2209,Can Tho,Hue,2025-06-22 12:45,1730000,True,2025-06-22 07:45
FL2860,Pleiku,Can Tho,2025-06-22 13:30,1320000,False,
FL9426,Phu Quoc,Nha Trang,2025-06-23 17:15,1610000,True,2025-06-23 14:15
FL1143,Ho Chi Minh City,Pleiku,2025-06-23 13:45,1560000,False,
FL4867,Quy Nhon,Da Nang,2025-06-23 14:45,1410000,True,2025-06-23 08:45
FL4798,Quy Nhon,Hue,2025-06-23 09:45,1510000,False,
FL3538,Pleiku,Buon Ma Thuot,2025-06-23 09:30,1810000,False,
FL4347,Hai Phong,Pleiku,2025-06-23 06:30,920000,False,
FL1138,Buon Ma Thuot,Thanh Hoa,2025-06-23 14:30,780000,True,2025-06-23 10:30
FL5970,Quy Nhon,Phu Quoc,2025-06-23 18:00,1380000,True,2025-06-23 12:00
FL3187,Vinh,Can Tho,2025-06-24 07:00,1870000,False,
FL6736,Pleiku,Hue,2025-06-24 17:30,840000,True,2025-06-24 14:30
FL5253,Hai Phong,Pleiku,2025-06-24 12:00,540000,False,
FL4048,Thanh Hoa,Can Tho,2025-06-24 07:45,1710000,False,
FL6381,Nha Trang,Quy Nhon,2025-06-24 13:00,880000,True,2025-06-24 11:00
FL9148,Hue,Hanoi,2025-06-24 10:00,1830000,True,2025-06-24 07:00
FL3946,Can Tho,Buon Ma Thuot,2025-06-25 11:15,1010000,True,2025-06-25 06:15
FL7037,Ho Chi Minh City,Hanoi,2025-06-25 16:45,920000,False,
FL7726,Quy Nhon,Pleiku,2025-06-25 16:45,720000,False,
FL4102,Hue,Pleiku,2025-06-25 07:30,800000,False,
FL3809,Quy Nhon,Hai Phong,2025-06-25 07:30,1980000,False,
FL4607,Hue,Ho Chi Minh City,2025-06-25 16:30,960000,False,
FL6946,Da Nang,Hai Phong,2025-06-25 07:00,1680000,True,2025-06-25 02:00
FL6433,Nha Trang,Phu Quoc,2025-06-25 07:30,1670000,True,2025-06-25 03:30
FL3197,Can Tho,Pleiku,2025-06-25 16:30,1590000,False,
FL7298,Phu Quoc,Can Tho,2025-06-25 14:45,1570000,True,2025-06-25 12:45
FL8948,Vinh,Ho Chi Minh City,2025-06-25 06:45,1710000,True,2025-06-25 01:45
FL3738,Pleiku,Hue,2025-06-25 15:30,1180000,False,
FL6500,Buon Ma Thuot,Ho Chi Minh City,2025-06-26 07:45,870000,False,
FL1355,Pleiku,Vinh,2025-06-26 16:15,1860000,False,
FL4382,Da Nang,Pleiku,2025-06-26 08:00,850000,True,2025-06-26 06:00
FL8141,Nha Trang,Ho Chi Minh City,2025-06-26 13:45,620000,False,
FL4295,Nha Trang,Vinh,2025-06-26 14:30,1750000,False,
FL6117,Thanh Hoa,Hai Phong,2025-06-26 07:45,1200000,False,
FL7099,Pleiku,Ho Chi Minh City,2025-06-26 15:15,1780000,True,2025-06-26 10:15
FL4522,Can Tho,Nha Trang,2025-06-26 18:45,930000,False,
FL2407,Pleiku,Ho Chi Minh City,2025-06-26 07:00,720000,True,2025-06-26 01:00
FL7078,Vinh,Buon Ma Thuot,2025-06-26 20:45,670000,True,2025-06-26 14:45
FL5314,Hue,Nha Trang,2025-06-26 08:00,670000,True,2025-06-26 04:00
FL1059,Hue,Nha Trang,2025-06-26 20:00,2000000,True,2025-06-26 18:00
FL8340,Can Tho,Hanoi,2025-06-27 10:00,670000,False,
FL8033,Buon Ma Thuot,Hanoi,2025-06-27 17:15,1150000,True,2025-06-27 15:15
FL6006,Nha Trang,Phu Quoc,2025-06-27 07:15,750000,False,
FL1441,Thanh Hoa,Hue,2025-06-27 11:30,1150000,True,2025-06-27 06:30
FL1258,Buon Ma Thuot,Nha Trang,2025-06-27 13:00,1450000,True,2025-06-27 11:00
FL7894,Can Tho,Buon Ma Thuot,2025-06-27 07:00,1520000,True,2025-06-27 03:00
FL4088,Phu Quoc,Da Nang,2025-06-27 08:45,530000,False,
FL8387,Hanoi,Hue,2025-06-28 09:45,1670000,True,2025-06-28 06:45
FL9873,Hanoi,Vinh,2025-06-28 10:00,1190000,False,
FL7533,Can Tho,Hue,2025-06-28 13:15,1710000,False,
FL7020,Buon Ma Thuot,Hue,2025-06-28 09:15,1440000,False,
FL8387,Phu Quoc,Ho Chi Minh City,2025-06-28 20:45,1640000,False,
FL1017,Da Nang,Nha Trang,2025-06-28 18:45,710000,False,
FL7211,Hanoi,Pleiku,2025-06-28 07:30,1550000,True,2025-06-28 04:30
FL3273,Buon Ma Thuot,Phu Quoc,2025-06-28 11:00,1410000,True,2025-06-28 05:00
FL2803,Ho Chi Minh City,Pleiku,2025-06-28 07:30,960000,True,2025-06-28 05:30
FL2478,Da Nang,Quy Nhon,2025-06-28 10:45,830000,True,2025-06-28 07:45
FL6380,Phu Quoc,Hanoi,2025-06-28 12:15,1710000,True,2025-06-28 09:15
FL9592,Pleiku,Nha Trang,2025-06-28 19:15,1280000,True,2025-06-28 14:15
FL9158,Hue,Hanoi,2025-06-29 12:15,1840000,False,
FL1463,Nha Trang,Pleiku,2025-06-29 19:45,580000,True,2025-06-29 17:45
FL3656,Vinh,Phu Quoc,2025-06-29 11:30,1370000,False,
FL5109,Quy Nhon,Hue,2025-06-29 07:15,1790000,False,
FL7883,Ho Chi Minh City,Hanoi,2025-06-29 10:30,1970000,False,
FL1024,Phu Quoc,Da Nang,2025-06-29 17:45,1850000,True,2025-06-29 14:45
FL6581,Hai Phong,Hanoi,2025-06-29 11:15,1990000,False,
FL9410,Da Nang,Can Tho,2025-06-29 16:30,500000,True,2025-06-29 10:30
FL9465,Can Tho,Quy Nhon,2025-06-29 15:45,1940000,False,
FL7380,Can Tho,Da Nang,2025-06-30 07:30,1970000,True,2025-06-30 03:30
FL2181,Thanh Hoa,Pleiku,2025-06-30 07:00,830000,True,2025-06-30 01:00
FL4209,Da Nang,Nha Trang,2025-06-30 20:15,880000,False,
FL6596,Thanh Hoa,Vinh,2025-06-30 17:00,1730000,True,2025-06-30 12:00
FL3923,Vinh,Thanh Hoa,2025-06-30 20:30,1930000,True,2025-06-30 14:30
FL1323,Hanoi,Da Nang,2025-06-30 08:00,1130000,True,2025-06-30 04:00
FL1527,Hai Phong,Nha Trang,2025-06-30 20:45,730000,True,2025-06-30 18:45
FL1815,Hanoi,Da Nang,2025-06-30 12:00,1870000,False,
FL2031,Pleiku,Nha Trang,2025-06-30 10:45,1610000,True,2025-06-30 07:45
FL4177,Vinh,Buon Ma Thuot,2025-06-30 11:45,590000,False,
FL4498,Can Tho,Buon Ma Thuot,2025-07-01 19:15,1660000,False,
FL1852,Hai Phong,Da Nang,2025-07-01 20:15,1470000,False,
FL2398,Can Tho,Ho Chi Minh City,2025-07-01 15:45,1400000,True,2025-07-01 11:45
FL3959,Vinh,Ho Chi Minh City,2025-07-01 12:45,1110000,True,2025-07-01 06:45
FL3773,Nha Trang,Pleiku,2025-07-01 14:45,1480000,True,2025-07-01 08:45
FL8939,Quy Nhon,Hanoi,2025-07-01 06:00,1910000,True,2025-07-01 00:00
FL2195,Da Nang,Can Tho,2025-07-01 19:15,1050000,True,2025-07-01 16:15
FL7277,Da Nang,Quy Nhon,2025-07-01 11:30,1030000,False,
FL8345,Buon Ma Thuot,Ho Chi Minh City,2025-07-01 06:15,1790000,False,
FL9026,Nha Trang,Can Tho,2025-07-01 12:30,1440000,True,2025-07-01 10:30
FL2488,Can Tho,Vinh,2025-07-01 14:30,1150000,True,2025-07-01 08:30
FL5462,Thanh Hoa,Vinh,2025-07-02 08:15,1390000,True,2025-07-02 06:15
FL9110,Buon Ma Thuot,Hai Phong,2025-07-02 10:00,1370000,True,2025-07-02 07:00
FL6680,Pleiku,Vinh,2025-07-02 06:30,760000,True,2025-07-02 03:30
FL6547,Nha Trang,Phu Quoc,2025-07-02 20:00,1300000,False,
FL1594,Ho Chi Minh City,Quy Nhon,2025-07-02 09:15,790000,False,
FL2098,Hue,Vinh,2025-07-02 10:00,1810000,False,
FL4551,Quy Nhon,Thanh Hoa,2025-07-02 17:30,1120000,True,2025-07-02 11:30
FL9777,Can Tho,Nha Trang,2025-07-02 13:00,620000,False,
FL1764,Quy Nhon,Pleiku,2025-07-03 08:30,1790000,False,
FL8713,Can Tho,Buon Ma Thuot,2025-07-03 06:00,1800000,True,2025-07-03 04:00
FL7466,Pleiku,Quy Nhon,2025-07-03 06:45,1870000,False,
FL3803,Da Nang,Hue,2025-07-03 14:45,1130000,True,2025-07-03 09:45
FL6567,Ho Chi Minh City,Hanoi,2025-07-03 12:45,920000,False,
FL4165,Nha Trang,Ho Chi Minh City,2025-07-03 14:45,1300000,False,
FL2231,Can Tho,Thanh Hoa,2025-07-03 15:45,1200000,True,2025-07-03 11:45
FL6528,Pleiku,Hai Phong,2025-07-03 18:30,510000,True,2025-07-03 16:30
FL9936,Vinh,Hai Phong,2025-07-03 06:15,1360000,True,2025-07-03 04:15
FL6878,Pleiku,Ho Chi Minh City,2025-07-03 18:00,1100000,False,
FL4813,Vinh,Buon Ma Thuot,2025-07-03 17:15,1180000,False,
FL2042,Thanh Hoa,Vinh,2025-07-04 16:30,1410000,False,
FL8938,Da Nang,Thanh Hoa,2025-07-04 18:30,550000,False,
FL2633,Nha Trang,Ho Chi Minh City,2025-07-04 16:30,830000,True,2025-07-04 11:30
FL8613,Quy Nhon,Ho Chi Minh City,2025-07-04 06:00,1800000,True,2025-07-04 03:00
FL3758,Ho Chi Minh City,Vinh,2025-07-04 17:30,830000,False,
FL8872,Hai Phong,Thanh Hoa,2025-07-04 11:00,530000,False,
FL1715,Nha Trang,Phu Quoc,2025-07-05 14:45,800000,True,2025-07-05 11:45
FL3239,Quy Nhon,Nha Trang,2025-07-05 14:30,1840000,False,
FL5894,Hanoi,Vinh,2025-07-05 09:30,1320000,False,
FL5531,Phu Quoc,Quy Nhon,2025-07-05 14:00,1900000,False,
FL1171,Da Nang,Vinh,2025-07-05 18:45,1090000,False,
FL4539,Hue,Quy Nhon,2025-07-05 06:45,610000,False,
FL2432,Buon Ma Thuot,Vinh,2025-07-05 12:00,1730000,True,2025-07-05 09:00
FL3740,Ho Chi Minh City,Nha Trang,2025-07-05 15:15,640000,True,2025-07-05 13:15
FL4210,Thanh Hoa,Phu Quoc,2025-07-05 14:30,1930000,True,2025-07-05 12:30
FL1759,Vinh,Phu Quoc,2025-07-05 18:30,1630000,False,
FL3940,Hue,Buon Ma Thuot,2025-07-05 18:15,1920000,False,
FL1297,Phu Quoc,Da Nang,2025-07-05 10:45,1410000,False,
FL6801,Da Nang,Hue,2025-07-06 18:45,990000,False,
FL4603,Hai Phong,Ho Chi Minh City,2025-07-06 13:00,1490000,False,
FL7042,Thanh Hoa,Buon Ma Thuot,2025-07-06 17:45,1620000,False,
FL9127,Hai Phong,Nha Trang,2025-07-06 11:15,1020000,True,2025-07-06 07:15
FL7181,Can Tho,Vinh,2025-07-06 20:15,1940000,False,
FL5616,Hai Phong,Ho Chi Minh City,2025-07-06 20:45,1510000,True,2025-07-06 18:45
FL4667,Hai Phong,Pleiku,2025-07-06 19:45,1490000,True,2025-07-06 14:45
FL5602,Hai Phong,Pleiku,2025-07-06 20:15,1130000,False,
FL6573,Can Tho,Hanoi,2025-07-06 17:00,1160000,True,2025-07-06 12:00
FL1465,Hai Phong,Ho Chi Minh City,2025-07-06 10:00,1000000,True,2025-07-06 08:00
FL4851,Vinh,Nha Trang,2025-07-06 10:30,800000,True,2025-07-06 05:30
FL9562,Phu Quoc,Thanh Hoa,2025-07-06 12:45,1140000,True,2025-07-06 10:45
FL1604,Hue,Nha Trang,2025-07-07 16:30,1000000,True,2025-07-07 14:30
FL6464,Hue,Quy Nhon,2025-07-07 14:45,1170000,True,2025-07-07 10:45
FL7042,Vinh,Thanh Hoa,2025-07-07 09:00,1790000,False,
FL7292,Hue,Can Tho,2025-07-07 17:00,1680000,False,
FL3061,Thanh Hoa,Ho Chi Minh City,2025-07-07 08:45,790000,True,2025-07-07 06:45
FL2778,Hue,Da Nang,2025-07-07 07:15,1490000,False,
FL7224,Pleiku,Quy Nhon,2025-07-07 10:45,1270000,False,
FL7853,Buon Ma Thuot,Phu Quoc,2025-07-07 13:45,1610000,False,
FL5204,Ho Chi Minh City,Vinh,2025-07-07 11:15,1150000,False,
FL1950,Ho Chi Minh City,Can Tho,2025-07-08 19:30,1420000,True,2025-07-08 16:30
FL1322,Hai Phong,Can Tho,2025-07-08 14:45,1630000,False,
FL2688,Buon Ma Thuot,Vinh,2025-07-08 14:00,640000,False,
FL2226,Can Tho,Pleiku,2025-07-08 16:15,960000,True,2025-07-08 11:15
FL3972,Buon Ma Thuot,Phu Quoc,2025-07-08 12:15,870000,False,
FL6741,Hanoi,Nha Trang,2025-07-08 20:00,1830000,False,
FL6553,Quy Nhon,Buon Ma Thuot,2025-07-08 18:15,1310000,False,
FL3624,Can Tho,Quy Nhon,2025-07-08 14:15,740000,True,2025-07-08 09:15
FL2635,Pleiku,Hue,2025-07-08 09:30,1990000,True,2025-07-08 07:30
FL7164,Pleiku,Da Nang,2025-07-08 15:15,1760000,True,2025-07-08 10:15
FL5448,Quy Nhon,Can Tho,2025-07-09 07:15,1650000,True,2025-07-09 03:15
FL2017,Quy Nhon,Pleiku,2025-07-09 15:30,1160000,False,
FL2143,Hue,Ho Chi Minh City,2025-07-09 14:00,710000,False,
FL1812,Vinh,Pleiku,2025-07-09 13:00,560000,True,2025-07-09 10:00
FL2299,Buon Ma Thuot,Hue,2025-07-09 06:00,1950000,True,2025-07-09 04:00
FL3537,Can Tho,Buon Ma Thuot,2025-07-09 06:45,1040000,False,
FL9290,Vinh,Nha Trang,2025-07-09 14:15,910000,True,2025-07-09 10:15
FL9937,Buon Ma Thuot,Quy Nhon,2025-07-10 14:30,1220000,False,
FL5481,Hue,Quy Nhon,2025-07-10 06:45,1790000,False,
FL3919,Quy Nhon,Buon Ma Thuot,2025-07-10 13:45,1680000,False,
FL9219,Nha Trang,Hanoi,2025-07-10 13:30,1810000,False,
FL9062,Phu Quoc,Pleiku,2025-07-10 06:45,1060000,True,2025-07-10 03:45
FL9367,Buon Ma Thuot,Can Tho,2025-07-10 20:30,1020000,False,
FL8769,Nha Trang,Vinh,2025-07-10 12:30,1330000,True,2025-07-10 10:30
FL8697,Hue,Ho Chi Minh City,2025-07-10 10:45,1430000,False,
FL5273,Thanh Hoa,Hanoi,2025-07-10 19:45,1910000,True,2025-07-10 14:45
FL7801,Hue,Hai Phong,2025-07-10 10:30,1480000,True,2025-07-10 08:30
FL1754,Hanoi,Nha Trang,2025-07-10 20:30,860000,False,
FL8827,Hai Phong,Buon Ma Thuot,2025-07-10 18:45,1630000,True,2025-07-10 12:45
FL9397,Hanoi,Phu Quoc,2025-07-11 09:15,970000,True,2025-07-11 06:15
FL5600,Can Tho,Ho Chi Minh City,2025-07-11 14:15,1660000,True,2025-07-11 09:15
FL7609,Nha Trang,Vinh,2025-07-11 13:45,1460000,True,2025-07-11 09:45
FL7979,Pleiku,Buon Ma Thuot,2025-07-11 11:30,900000,True,2025-07-11 09:30
FL2600,Thanh Hoa,Da Nang,2025-07-11 13:45,1530000,True,2025-07-11 07:45
FL5865,Ho Chi Minh City,Hai Phong,2025-07-11 20:30,920000,False,
FL4191,Quy Nhon,Pleiku,2025-07-11 12:30,1850000,True,2025-07-11 07:30
FL4859,Quy Nhon,Hai Phong,2025-07-11 06:00,1010000,True,2025-07-11 02:00
FL3858,Da Nang,Quy Nhon,2025-07-11 13:45,1180000,True,2025-07-11 08:45
FL2221,Da Nang,Hai Phong,2025-07-11 20:00,1970000,True,2025-07-11 18:00
FL5206,Hanoi,Pleiku,2025-07-12 19:00,500000,False,
FL9433,Can Tho,Hai Phong,2025-07-12 20:00,1940000,True,2025-07-12 14:00
FL5966,Hanoi,Hue,2025-07-12 15:15,1670000,True,2025-07-12 09:15
FL1008,Da Nang,Thanh Hoa,2025-07-12 17:45,740000,False,
FL1283,Phu Quoc,Hanoi,2025-07-12 09:00,900000,True,2025-07-12 03:00
FL9330,Quy Nhon,Da Nang,2025-07-12 13:00,1610000,True,2025-07-12 10:00
FL4836,Can Tho,Ho Chi Minh City,2025-07-12 13:15,960000,True,2025-07-12 08:15
FL6205,Hue,Da Nang,2025-07-12 15:15,1830000,True,2025-07-12 13:15
FL1030,Hanoi,Hue,2025-07-12 07:30,840000,True,2025-07-12 04:30
FL5301,Nha Trang,Ho Chi Minh City,2025-07-12 19:30,910000,False,
FL2758,Hai Phong,Nha Trang,2025-07-13 12:30,1630000,True,2025-07-13 08:30
FL9189,Buon Ma Thuot,Hanoi,2025-07-13 14:45,1710000,False,
FL2842,Thanh Hoa,Hai Phong,2025-07-13 14:15,1620000,True,2025-07-13 10:15
FL9296,Hai Phong,Thanh Hoa,2025-07-13 18:30,650000,True,2025-07-13 13:30
FL2512,Hue,Ho Chi Minh City,2025-07-13 07:00,1270000,True,2025-07-13 03:00
FL3314,Vinh,Thanh Hoa,2025-07-13 15:45,750000,False,
FL4643,Phu Quoc,Ho Chi Minh City,2025-07-13 13:00,920000,False,
FL3782,Phu Quoc,Ho Chi Minh City,2025-07-13 17:45,1500000,False,
FL3340,Hai Phong,Ho Chi Minh City,2025-07-13 18:15,1840000,True,2025-07-13 14:15
FL7770,Hue,Quy Nhon,2025-07-13 06:30,520000,True,2025-07-13 04:30
FL7554,Hai Phong,Nha Trang,2025-07-14 16:15,660000,False,
FL7834,Hai Phong,Pleiku,2025-07-14 17:30,660000,False,
FL9158,Buon Ma Thuot,Ho Chi Minh City,2025-07-14 15:15,1270000,False,
FL7590,Vinh,Nha Trang,2025-07-14 16:15,1790000,True,2025-07-14 13:15
FL9801,Buon Ma Thuot,Ho Chi Minh City,2025-07-14 20:15,550000,False,
FL6928,Nha Trang,Ho Chi Minh City,2025-07-14 14:00,1140000,True,2025-07-14 08:00
FL7033,Vinh,Pleiku,2025-07-14 06:45,820000,False,
FL3244,Quy Nhon,Nha Trang,2025-07-14 11:45,1960000,False,
FL1154,Ho Chi Minh City,Hue,2025-07-14 17:45,1110000,True,2025-07-14 11:45
FL8822,Phu Quoc,Hanoi,2025-07-14 11:45,1700000,True,2025-07-14 08:45
FL6226,Phu Quoc,Ho Chi Minh City,2025-07-15 16:15,580000,True,2025-07-15 13:15
FL7302,Buon Ma Thuot,Thanh Hoa,2025-07-15 10:15,1280000,False,
FL6474,Can Tho,Pleiku,2025-07-15 07:30,1860000,True,2025-07-15 04:30
FL6702,Ho Chi Minh City,Vinh,2025-07-15 09:45,1530000,True,2025-07-15 06:45
FL2771,Buon Ma Thuot,Thanh Hoa,2025-07-15 07:00,1540000,False,
FL4705,Ho Chi Minh City,Quy Nhon,2025-07-15 13:15,500000,True,2025-07-15 08:15
FL7965,Buon Ma Thuot,Can Tho,2025-07-15 15:45,1730000,False,
FL4619,Da Nang,Nha Trang,2025-07-15 17:15,610000,False,
FL8465,Nha Trang,Phu Quoc,2025-07-16 19:30,550000,False,
FL5438,Da Nang,Thanh Hoa,2025-07-16 07:30,1890000,True,2025-07-16 01:30
FL5940,Nha Trang,Da Nang,2025-07-16 06:45,590000,True,2025-07-16 01:45
FL3722,Da Nang,Can Tho,2025-07-16 11:45,1750000,True,2025-07-16 05:45
FL3790,Nha Trang,Thanh Hoa,2025-07-16 15:15,770000,False,
FL8986,Ho Chi Minh City,Quy Nhon,2025-07-16 08:15,1120000,False,
FL7658,Da Nang,Vinh,2025-07-16 17:15,690000,False,
FL7680,Quy Nhon,Da Nang,2025-07-16 09:45,770000,False,
FL1687,Hanoi,Can Tho,2025-07-16 13:00,550000,False,
FL2268,Nha Trang,Phu Quoc,2025-07-16 14:30,640000,False,
FL6380,Vinh,Buon Ma Thuot,2025-07-16 13:30,680000,True,2025-07-16 10:30
FL2707,Can Tho,Pleiku,2025-07-16 12:45,1560000,True,2025-07-16 06:45
FL7101,Phu Quoc,Nha Trang,2025-07-17 07:45,920000,False,
FL8995,Nha Trang,Can Tho,2025-07-17 16:15,880000,True,2025-07-17 13:15
FL3783,Hue,Hanoi,2025-07-17 09:30,1260000,False,
FL4358,Hai Phong,Da Nang,2025-07-17 20:00,830000,False,
FL6350,Pleiku,Hai Phong,2025-07-17 07:15,1180000,False,
FL1886,Da Nang,Hai Phong,2025-07-17 16:30,1190000,False,
FL9279,Nha Trang,Hue,2025-07-18 11:30,1670000,False,
FL1449,Quy Nhon,Vinh,2025-07-18 17:30,1760000,False,
FL2680,Pleiku,Vinh,2025-07-18 10:45,720000,True,2025-07-18 06:45
FL3984,Hue,Hai Phong,2025-07-18 12:30,1030000,False,
FL3840,Can Tho,Da Nang,2025-07-18 07:00,720000,True,2025-07-18 04:00
FL3703,Hai Phong,Da Nang,2025-07-18 12:30,1590000,True,2025-07-18 09:30
